battle_slug,side,casualties_low,casualties_high,confidence,source_slug
operation_summer_95_b,Хорватия,129,129,medium,
operation_tanne_ost_b,Germany,1231,1231,medium,
operation_tariq_al_qods_b,Iran,2500,6000,medium,
operation_tariq_al_qods_b,Iraq,1500,2500,medium,
operation_teardrop_b,États-Unis,126,126,medium,
operation_teardrop_b,Reich allemand,218,218,medium,
operation_tiderace_b,Japan,76700,76700,medium,
operation_torch_b,Vichy France,1346,1346,medium,
operation_trident_b,Marine pakistanaise,100,700,medium,
operation_true_promise_i_b,Israël,130,130,medium,
operation_true_promise_iii_b,Israël,3238,3238,medium,
operation_tungsten_b,Allemagne,122,316,medium,
operation_undeniable_victory_b,Iran,4000,4000,medium,
operation_undeniable_victory_b,Iraq,8000,8000,medium,
operation_veritable_b,Germany,44239,44239,medium,
operation_veritable_b,United Kingdom,15634,15634,medium,
ostrogozhsk_rossosh_offensive_b,Hungary,52000,52000,medium,
ostrogozhsk_rossosh_offensive_b,Soviet Union,4500,4500,medium,
overland_campaign_b,Confederate States (Confederacy),30000,35000,medium,
overland_campaign_b,United States,54926,54926,medium,
pakrac_clash_b,Хорватия,180,180,medium,
palmyra_offensive_2015_b,État islamique,180,180,medium,
palmyra_offensive_2015_b,République arabe syrienne,150,750,medium,
palmyra_offensive_2017_b,Islamic State,1000,1000,medium,
palmyra_offensive_b,État islamique,417,417,medium,
palmyra_offensive_b,République arabe syrienne,194,194,medium,
palmyra_offensive_december_2016_b,République arabe syrienne,100,352,medium,
palo_alto_b,Mexique,102,129,medium,
pancho_villa_expedition_b,Villistas,169,169,medium,
panjshir_offensives_b,Soviet Union,5000,5000,medium,
passage_of_humaita_b,Empire of Brazil,1200,1200,medium,
pearl_b,United States,2008,2008,medium,nara_wwii_docs
peasants_war_b,Insurgents,15000,15000,medium,
peninsula_campaign_b,Confederate States of America,29298,29298,medium,
peninsula_campaign_b,United States,23119,23119,medium,
peninsular_war_b,Spain,1000000,1000000,medium,
pescadores_campaign_b,Japan,1500,1500,medium,
petsamo_kirkenes_offensive_b,Germany,8263,8263,medium,
petsamo_kirkenes_offensive_b,Soviet Union,6084,6084,medium,
ponary_battle_b,Congress Poland,1200,1200,medium,
prague_offensive_b,Allies,49348,49348,medium,
prague_offensive_b,Axis,860000,860000,medium,
pusan_perimeter_b,United Nations,3642,3642,medium,nara_postwar_docs
q12956414_b,Сербия,481,620,medium,
q4312710_b,СССР,5000,6000,medium,
raid_at_cabanatuan_b,Japan,1000,1000,medium,
raid_on_drvar_b,Partisans yougoslaves,6000,6000,medium,
raid_on_drvar_b,Reich allemand,213,881,medium,
raid_on_scarborough_hartlepool_and_whitby_b,Великобритания,137,592,medium,
raid_on_the_suez_canal_b,Empire ottoman,1500,1500,medium,
raids_on_boulogne_b,Первая французская республика,126,126,medium,
raqqa_campaign_b,DFNS,1100,1200,medium,
raqqa_campaign_b,Islamic State,3784,3784,medium,
red_army_invasion_of_armenia_b,Russian SFSR,60000,60000,medium,
relief_of_ladysmith_b,Empire britannique,312,1600,medium,
relief_of_ladysmith_b,République sud-africaine du Transvaal,274,274,medium,
revolt_of_czechoslovak_legion_b,Czechoslovak Legion,4000,4000,medium,
revolt_of_czechoslovak_legion_b,Russian SFSR,5000,5000,medium,
revolt_of_lyon_against_the_national_convention_b,Autorités lyonnaises insurgées,2000,2000,medium,
russian_annexation_of_crimea_b,Ukraine,9268,9268,medium,
russian_invasion_of_east_prussia_b,German Empire,13206,13206,medium,
russian_invasion_of_east_prussia_b,Russian Empire,24589,24589,medium,
russo_georgian_war_b,Georgia,1174,1174,medium,
san_juan_heights_b,United States,1024,1024,medium,nara_milestone_docs
santiago_b,Spain,1889,1889,medium,nara_milestone_docs
saratoga_b,Great Britain,6222,6222,medium,nara_milestone_docs
saudi_led_intervention_in_the_yemeni_civil_war_b,Revolutionary Committee,2018,2018,medium,
saudi_led_intervention_in_the_yemeni_civil_war_b,Saudi Arabia,1000,3000,medium,
second_battle_of_accra_b,Ashanti Empire,6000,6000,medium,
second_battle_of_agordat_b,Mahdist State,1000,1000,medium,
second_battle_of_bassano_b,French Republic,3000,3000,medium,
second_battle_of_bassano_b,Habsburg monarchy,2823,5600,medium,
second_battle_of_benghazi_b,Conseil national de transition,120,120,medium,
second_battle_of_brega_b,Conseil national de transition,800,800,medium,
second_battle_of_cambrai_b,British Empire,12000,12000,medium,
second_battle_of_cambrai_b,German Empire,10000,10000,medium,
second_battle_of_cancha_rayada_b,Chile,2000,2000,medium,
second_battle_of_challans_b,Vendéens,600,600,medium,
second_battle_of_chuenpee_b,Dynastie Qing,100,467,medium,
second_battle_of_dego_b,French Republic,1500,1500,medium,
second_battle_of_dego_b,Habsburg monarchy,3000,3000,medium,
second_battle_of_elephant_pass_b,Liberation Tigers of Tamil Eelam,1000,1000,medium,
second_battle_of_elephant_pass_b,Military of Sri Lanka,1000,1000,medium,
second_battle_of_fort_sumter_b,États-Unis,117,117,medium,
second_battle_of_huachi_b,Province Libre de Guayaquil,300,500,medium,
second_battle_of_idlib_b,Armée de la conquête,132,132,medium,
second_battle_of_inonu_b,Ankara Government,1822,1822,medium,
second_battle_of_inonu_b,Kingdom of Greece,3075,3075,medium,
second_battle_of_kharkov_b,Germany,20000,30000,medium,
second_battle_of_kharkov_b,Soviet Union,277190,277190,medium,
second_battle_of_komarom_b,Hungarian Revolutionary Army,1500,1500,medium,
second_battle_of_la_puerta_b,United Provinces of Venezuela,1000,1000,medium,
second_battle_of_machecoul_b,République française,100,500,medium,
second_battle_of_machecoul_b,Vendéens,500,500,medium,
second_battle_of_ndjamena_b,FROLINAT,5000,10000,medium,
second_battle_of_noirmoutier_b,République française,200,800,medium,
second_battle_of_orleans_b,France,3000,3000,medium,
second_battle_of_orleans_b,North German Confederation,1600,1600,medium,
second_battle_of_polotsk_b,French Empire,6000,8000,medium,
second_battle_of_polotsk_b,Russian Empire,8000,12000,medium,
second_battle_of_porto_b,France,2200,2200,medium,
second_battle_of_swat_b,TTP,2088,2088,medium,
second_battle_of_tembien_b,Ethiopia,8000,8000,medium,
second_battle_of_the_java_sea_b,United States Navy,800,800,medium,
second_battle_of_the_masurian_lakes_b,Germany,20000,20000,medium,
second_battle_of_the_masurian_lakes_b,Russia,135189,135189,medium,
second_battle_of_tuyuti_b,Paraguay,2889,2889,medium,
second_battle_of_verrettes_b,Royalistes,130,130,medium,
second_battle_of_wissembourg_b,Austria,1500,1500,medium,
second_battle_of_zurich_b,French Republic,4000,4000,medium,
second_battle_of_zurich_b,Russian Empire,8000,8000,medium,
second_italian_campaign_b,France,10600,19900,medium,
second_italian_campaign_b,Habsburg monarchy,21427,26616,medium,
second_siege_of_gerona_b,Французская империя,271,271,medium,
second_siege_of_zaragoza_b,France,6000,6000,medium,
second_siege_of_zaragoza_b,Spain,30000,30000,medium,
seoul_second_b,North Korea,14000,14000,medium,loc_primary_timeline
september_2015_marib_toshka_missile_attack_b,Йемен,103,103,medium,
serbian_campaign_b,Allies,450000,450000,medium,
serbian_campaign_b,Central Powers,380000,380000,medium,
seven_days_battles_b,Confederate States (Confederacy),20204,20204,medium,
seven_days_battles_b,United States,15855,15855,medium,
seven_days_to_the_river_rhine_b,Pacte de Varsovie,2000000,2000000,medium,
shatoy_ambush_b,Russie,223,223,medium,
shenandoah_valley_campaign_b,Confederate States of America,2677,2677,medium,
shenandoah_valley_campaign_b,United States of America,7000,7000,medium,
siege_of_abadan_b,Iran,3000,3000,medium,
siege_of_abadan_b,Iraq,1500,1500,medium,
siege_of_aintab_b,France,1600,1600,medium,
siege_of_aintab_b,Kuva-yi Milliye,6317,6317,medium,
siege_of_alexandria_b,France,2000,2000,medium,
siege_of_badajoz_b,French Empire,1300,1500,medium,
siege_of_badajoz_b,United Kingdom,4760,4924,medium,
siege_of_basra_b,Iran,40000,40000,medium,
siege_of_basra_b,Iraq,10000,10000,medium,
siege_of_beirut_b,Israël,368,2383,medium,
siege_of_belfort_b,French Republic,4800,4800,medium,
siege_of_belfort_b,North German Confederation,2200,2200,medium,
siege_of_bihac_b,Bosnia and Herzegovina,3000,3000,medium,
siege_of_bihac_b,Republika Srpska,1500,1700,medium,
siege_of_boston_b,Great Britain,1000,1000,medium,
siege_of_breslau_b,Germany,55000,55000,medium,
siege_of_breslau_b,Soviet Union,31500,31500,medium,
siege_of_budapest_b,Germany,137000,137000,medium,
siege_of_budapest_b,Soviet Union,100000,160000,medium,
siege_of_cadiz_b,France,4500,5500,medium,
siege_of_cadiz_b,Spain,3706,3706,medium,
siege_of_calais_b,United Kingdom,3500,3500,medium,
siege_of_charleston_b,United States,5466,5466,medium,
siege_of_ciudad_rodrigo_b,French Empire,1000,1471,medium,
siege_of_ciudad_rodrigo_b,United Kingdom,1100,1378,medium,
siege_of_corfu_b,France,1000,1000,medium,
siege_of_corinth_b,Confederate States,1000,1000,medium,
siege_of_corinth_b,United States,1000,1000,medium,
siege_of_daraa_b,Syrian Opposition,1000,1000,medium,
siege_of_deir_ez_zor_b,Islamic State,1430,1970,medium,
siege_of_delhi_b,British Empire,1254,1254,medium,
siege_of_delhi_b,Mughal Empire,5000,5000,medium,
siege_of_eshowe_b,Zulu Kingdom,1000,1000,medium,
siege_of_genoa_b,France,4000,8000,medium,
siege_of_genoa_b,Habsburg monarchy,6000,6500,medium,
siege_of_gijon_b,Camp nationaliste,180,180,medium,
siege_of_girona_b,France,14000,14000,medium,
siege_of_girona_b,Spain,5000,5000,medium,
siege_of_graudenz_b,Французская империя,761,826,medium,
siege_of_homs_b,Syrian Government,2012,2012,medium,
siege_of_homs_b,Syrian Opposition,2000,2200,medium,
siege_of_izmail_b,Ottoman Empire,41999,41999,medium,
siege_of_izmail_b,Russian Empire,4582,4582,medium,
siege_of_kars_b,Ottoman Empire,18500,18500,medium,
siege_of_kars_b,Russian Empire,6500,7478,medium,
siege_of_khartoum_b,Khédivat d'Égypte,7000,7000,medium,
siege_of_kobani_b,Islamic State,1422,1422,medium,
siege_of_kolberg_b,French Empire,5000,5000,medium,
siege_of_kolberg_b,Prussia,3000,3000,medium,
siege_of_ladysmith_b,Empire britannique,800,850,medium,
siege_of_lankaran_b,Qajar Iran,3737,3737,medium,
siege_of_lazarevsky_b,Российская империя,150,150,medium,
siege_of_le_quesnoy_b,Monarchie de Habsbourg,2800,2800,medium,
siege_of_leningrad_b,Germany,579985,579985,medium,
siege_of_leningrad_b,Soviet Union,3473066,3473066,medium,
siege_of_lucknow_b,East India Company,2500,2500,medium,
siege_of_luxembourg_b,Habsburg monarchy,1200,1200,medium,
siege_of_madrid_b,Nationalist Spain,5000,5000,medium,
siege_of_madrid_b,Spanish Republic,5000,5000,medium,
siege_of_mafeking_b,South African Republic,2000,2000,medium,
siege_of_mainz_b,France,4000,4000,medium,
siege_of_mainz_b,Holy Roman Empire,3000,3000,medium,
siege_of_malta_1940_b,Italy,2304,2304,medium,
siege_of_malta_1940_b,United Kingdom,2301,2301,medium,
siege_of_malta_b,France,4000,4000,medium,
siege_of_mantua_b,Austria,16333,16333,medium,
siege_of_mantua_b,France,7000,7000,medium,
siege_of_metz_b,French Empire,12481,12481,medium,
siege_of_metz_b,North German Confederation,5740,5740,medium,
siege_of_ochakov_b,Ottoman Empire,12700,13500,medium,
siege_of_ochakov_b,Russia,2785,3000,medium,
siege_of_odesa_1941_b,Romania,92545,92545,medium,
siege_of_odesa_1941_b,Soviet Union,60000,60000,medium,
siege_of_paris_b,Government of National Defence,24000,24000,medium,
siege_of_paris_b,North German Confederation,16000,16000,medium,
siege_of_pensacola_b,Great Britain,1373,1373,medium,
siege_of_petersburg_b,Confederate States,28000,28000,medium,
siege_of_petersburg_b,United States,42000,42000,medium,
siege_of_petropavlovsk_b,Empire britannique,157,157,medium,
siege_of_plevna_b,Ottoman Empire,25000,25000,medium,
siege_of_plevna_b,Russian Empire,50000,50000,medium,
siege_of_port_arthur_b,Empire of Japan,91549,91549,medium,
siege_of_port_arthur_b,Russian Empire,55675,55675,medium,
siege_of_przemysl_b,Austria-Hungary,137000,137000,medium,
siege_of_przemysl_b,Russian Empire,115000,115000,medium,
siege_of_san_sebastian_b,France,1900,1900,medium,
siege_of_san_sebastian_b,United Kingdom,1200,1200,medium,
siege_of_savannah_b,France,244,584,medium,
siege_of_scutari_b,Serbia,9438,9438,medium,
siege_of_seringapatam_b,East India Company,1400,1400,medium,
siege_of_seringapatam_b,Mysore,6000,6000,medium,
siege_of_sevastopol_1941_b,Germany,1941,1941,medium,
siege_of_sevastopol_1941_b,Soviet Union,1941,1941,medium,
siege_of_sevastopol_b,France,10240,10240,medium,
siege_of_sevastopol_b,Russia,102000,102000,medium,
siege_of_silistra_1854_b,Ottoman Empire,1400,1400,medium,
siege_of_silistra_1854_b,Russian Empire,10000,10000,medium,
siege_of_stralsund_1807_b,Empire français,998,998,medium,
siege_of_strasbourg_b,French Empire,23000,23000,medium,
siege_of_sveaborg_b,Sweden,7500,7500,medium,
siege_of_the_alcazar_b,Camp nationaliste,455,455,medium,
siege_of_toulon_b,France,1700,1700,medium,
siege_of_toulon_b,French Royalists,1500,1500,medium,
siege_of_tripolitsa_b,Ottoman Empire,8000,8000,medium,
siege_of_warsaw_b,Germany,5000,5000,medium,
siege_of_warsaw_b,Poland,5000,5000,medium,
skirmish_of_pastrengo_b,Monarchie de Habsbourg,147,400,medium,
soviet_invasion_of_manchuria_b,Japan,21389,21389,medium,
soviet_invasion_of_manchuria_b,Soviet Union,9780,12031,medium,
soviet_invasion_of_poland_b,Poland,343000,477000,medium,
soviet_invasion_of_poland_b,Soviet Union,3858,13000,medium,
soviet_invasion_of_south_sakhalin_b,Japan,2000,2000,medium,
soviet_invasion_of_south_sakhalin_b,Soviet Union,1191,1191,medium,
soviet_occupation_of_bessarabia_and_northern_bukovina_b,Romania,40000,40000,medium,
spring_offensive_b,France,433000,433000,medium,
spring_offensive_b,German Empire,688341,688341,medium,
st_clairs_defeat_b,États-Unis,258,952,medium,
st_mihiel_b,German Empire,22500,22500,medium,abmc_world_wars
st_mihiel_b,United States,7000,7000,medium,abmc_world_wars
suiyuan_campaign_b,Gouvernement militaire mongol,7000,7000,medium,
swiss_campaign_of_suvorov_b,Russia,1600,1600,medium,
tajbeg_palace_assault_b,Afghanistan,2203,2203,medium,
tal_afar_offensive_b,Iraq,1100,1100,medium,
tal_afar_offensive_b,Islamic State,2000,2000,medium,
tambov_rebellion_b,Green armies,50000,50000,medium,
tartu_offensive_b,Union soviétique,16292,55514,medium,
tet_b,North Vietnam,45000,45000,medium,loc_primary_timeline
tet_b,South Vietnam,4954,4954,medium,loc_primary_timeline
third_battle_of_kharkov_b,Germany,4500,4500,medium,
third_battle_of_kharkov_b,Soviet Union,45219,45219,medium,
third_battle_of_komarom_b,Hungarian Revolutionary Army,1500,1500,medium,
third_battle_of_nanking_b,Qing Dynasty,10000,10000,medium,
third_battle_of_nanking_b,Taiping Heavenly Kingdom,100000,100000,medium,
third_battle_of_seoul_b,China,5800,5800,medium,
third_battle_of_ypres_b,British Empire,240000,448614,medium,
third_battle_of_ypres_b,German Empire,217000,400000,medium,
third_siege_of_missolonghi_b,First Hellenic Republic,8000,8000,medium,
tikhvin_offensive_b,Germany,45000,45000,medium,
tikhvin_offensive_b,Soviet Union,190000,190000,medium,
tora_bora_b,Émirat islamique d'Afghanistan,200,200,medium,
trenton_b,Hesse,913,913,medium,
turkish_involvement_in_the_syrian_civil_war_b,Islamic State,3000,3000,medium,
turkish_involvement_in_the_syrian_civil_war_b,Syrian Arab Republic,3000,3000,medium,
turkish_involvement_in_the_syrian_civil_war_b,Syrian Democratic Forces,2365,2365,medium,
turkish_involvement_in_the_syrian_civil_war_b,Turkey,3109,3109,medium,
tyrolean_rebellion_b,France,5000,5000,medium,
tyrolean_rebellion_b,Tyrolean,12250,12250,medium,
ulm_campaign_b,Austria,10000,10000,medium,
ulm_campaign_b,France,6000,6000,medium,
united_nations_operation_in_somalia_ii_b,Somali National Alliance,2000,13000,medium,
united_states_invasion_of_afghanistan_b,Islamic Emirate of Afghanistan,8000,12000,medium,
united_states_invasion_of_panama_b,Panama,1908,1908,medium,
united_states_military_buildup_in_the_caribbean_during_operation_southern_spear_b,Venezuela,115,115,medium,
united_states_occupation_of_haiti_b,Haitian rebels,2000,2000,medium,
united_states_occupation_of_nicaragua_b,Liberal Party,1912,1925,medium,
united_states_occupation_of_nicaragua_b,United States,1912,1925,medium,
upper_silesian_offensive_b,Soviet Union,66801,66801,medium,
uss_constellation_vs_la_vengeance_b,République française,110,160,medium,
uss_constellation_vs_linsurgente_b,République française,330,330,medium,
veracruz_b,Mexico,3000,3000,medium,nara_milestone_docs
vicksburg_b,Confederate States,32697,32697,medium,nps_civil_war
vicksburg_b,United States,4835,4835,medium,nps_civil_war
vicksburg_campaign_b,Confederate States,38586,38586,medium,
vicksburg_campaign_b,United States,10142,10142,medium,
victoria_de_paraguay_b,Paraguay,3500,3500,medium,
vienna_offensive_b,Germany,30000,30000,medium,
vienna_offensive_b,Soviet Union,167940,167940,medium,
vietnamese_border_raids_in_thailand_b,Thailand,10000,15000,medium,
vilna_offensive_b,Russian SFSR,1000,1000,medium,
vistula_oder_offensive_b,Germany,626000,626000,medium,
vistula_oder_offensive_b,Soviet Union,43476,43476,medium,
voronezh_kastornoye_offensive_b,Germany,58000,58000,medium,
voronezh_kastornoye_offensive_b,Soviet Union,75000,75000,medium,
vyazemsky_operation_b,Soviet Union,1242,1242,medium,
vyborg_petrozavodsk_offensive_b,Finland,9300,9300,medium,
vyborg_petrozavodsk_offensive_b,Soviet Union,6018,6018,medium,
walcheren_campaign_b,France,8000,8000,medium,
walcheren_campaign_b,United Kingdom,3500,4066,medium,
war_against_the_islamic_state_b,CJTF–OIR,70000,70000,medium,
war_against_the_islamic_state_b,Islamic State,80000,80000,medium,
western_libya_campaign_b,Government of National Accord,2019,2019,medium,
yakut_revolt_b,Красные,103,1923,medium,
yangtze_river_crossing_campaign_b,Chinese Communist Party,60000,60000,medium,
yangtze_river_crossing_campaign_b,Republic of China,430000,430000,medium,
yorktown_b,Great Britain,7416,7685,medium,nara_founding_docs
zagreb_rocket_attacks_b,Хорватия,170,170,medium,
zeebrugge_raid_b,Royaume-Uni de Grande-Bretagne et d'Irlande,200,300,medium,
zhejiang_jiangxi_campaign_b,China,23637,23637,medium,
zhejiang_jiangxi_campaign_b,Japan,1284,1284,medium,
zhitomir_berdichev_offensive_b,Germany,1943,1943,medium,
zhitomir_berdichev_offensive_b,Soviet Union,23163,23163,medium,
